,kpgz_code,kpgz_name,template_name
49960,01.01.08.03.01.04.01,ИЗДЕЛИЯ КОЛБАСНЫЕ ПОЛУКОПЧЕНЫЕ МЯСНЫЕ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
49961,01.01.08.03.01.04.06,ИЗДЕЛИЯ КОЛБАСНЫЕ ПОЛУКОПЧЕНЫЕ МЯСОСОДЕРЖАЩИЕ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
49962,01.01.08.03.01.04.05,ИЗДЕЛИЯ КОЛБАСНЫЕ СЫРОВЯЛЕНЫЕ МЯСНЫЕ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
49963,01.01.08.03.01.04.04,ИЗДЕЛИЯ КОЛБАСНЫЕ СЫРОКОПЧЕНЫЕ МАЖУЩЕЙСЯ КОНСИСТЕНЦИИ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
49964,01.01.08.03.01.04.03,ИЗДЕЛИЯ КОЛБАСНЫЕ СЫРОКОПЧЕНЫЕ МЯСНЫЕ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
49965,01.01.08.03.01.04.09,ИЗДЕЛИЯ КОЛБАСНЫЕ ВАРЕНО-КОПЧЕНЫЕ ИЗ МЯСА ПТИЦЫ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
49968,01.01.08.03.01.04.08,ИЗДЕЛИЯ КОЛБАСНЫЕ ПОЛУКОПЧЕНЫЕ ИЗ МЯСА ПТИЦЫ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
49969,01.01.08.03.01.04.10,ИЗДЕЛИЯ КОЛБАСНЫЕ СЫРОВЯЛЕНЫЕ ИЗ МЯСА ПТИЦЫ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
49970,01.01.08.03.01.04.11,ИЗДЕЛИЯ КОЛБАСНЫЕ СЫРОКОПЧЕНЫЕ ИЗ МЯСА ПТИЦЫ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
49971,01.05.02.01.31,КОЛБОНАГРЕВАТЕЛИ,КОЛБОНАГРЕВАТЕЛИ
49974,01.19.14.02,"КОЛГОТКИ, ЛЕГИНСЫ (РЕЙТУЗЫ), КЮЛОТЫ",ПОСТАВКА БЫТОВОЙ ОДЕЖДЫ И ОБУВИ
49984,01.07.07.03,"ИЗДЕЛИЯ ТЕКСТИЛЬНЫЕ ДЛЯ ПЕРЕПЛЕТНЫХ РАБОТ, МИКРОГРАФИИ, РИСОВАНИЯ","ИЗДЕЛИЯ ТЕКСТИЛЬНЫЕ ДЛЯ ПЕРЕПЛЕТНЫХ РАБОТ, МИКРОГРАФИИ, РИСОВАНИЯ"
50021,01.11.01.07.05,"КРАНЫ ДЛЯ НАСОСНОГО ОБОРУДОВАНИЯ, ОБОРУДОВАНИЯ ВОДОСНАБЖЕНИЯ, СТОЧНЫХ ВОД И КАНАЛИЗАЦИИ","КРАНЫ ДЛЯ НАСОСНОГО ОБОРУДОВАНИЯ, ОБОРУДОВАНИЯ ВОДОСНАБЖЕНИЯ, СТОЧНЫХ ВОД И КАНАЛИЗАЦИИ"
50033,01.09.08.10.04.02,КОЛЕСА ОПОРНЫЕ,"ПОСТАВКА КОЛЕС, КОМПЛЕКТУЮЩИХ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ КОЛЕС АВТОТРАНСПОРТНЫХ СРЕДСТВ"
50106,01.09.08.10.04.01,КОЛЕСА СБОРНЫЕ,"ПОСТАВКА КОЛЕС, КОМПЛЕКТУЮЩИХ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ КОЛЕС АВТОТРАНСПОРТНЫХ СРЕДСТВ"
50124,01.02.10.43.389,КОЛИСТИН МИНИМАЛЬНАЯ ИНГИБИРУЮЩАЯ КОНЦЕНТРАЦИЯ ИВД,КОЛИСТИН МИНИМАЛЬНАЯ ИНГИБИРУЮЩАЯ КОНЦЕНТРАЦИЯ ИВД
50128,01.07.06.01.01,ЗАПАСНЫЕ ЧАСТИ ДЛЯ ЩИПКОВЫХ МУЗЫКАЛЬНЫХ ИНСТРУМЕНТОВ,ЗАПАСНЫЕ ЧАСТИ ДЛЯ ЩИПКОВЫХ МУЗЫКАЛЬНЫХ ИНСТРУМЕНТОВ
50133,01.11.01.06.05,ПРИБОРЫ УЧЕТА ГАЗА,ПРИБОРЫ УЧЕТА ГАЗА
50147,01.06.03.67.01,"КОЛЛЕКЦИЯ МИНЕРАЛОВ И ГОРНЫХ ПОРОД, ПОЛЕЗНЫХ ИСКОПАЕМЫХ, ПОЧВ","КОЛЛЕКЦИЯ МИНЕРАЛОВ И ГОРНЫХ ПОРОД, ПОЛЕЗНЫХ ИСКОПАЕМЫХ, ПОЧВ"
50149,01.06.03.67.02,КОЛЛЕКЦИЯ ПО ВОЛОКНАМ И ТКАНЯМ,КОЛЛЕКЦИЯ ПО ВОЛОКНАМ И ТКАНЯМ
50154,01.06.03.67.04,КОЛЛЕКЦИЯ ПО ПРЕДМЕТНОЙ ОБЛАСТИ ТЕХНОЛОГИЯ ДЛЯ НАЧАЛЬНОЙ ШКОЛЫ,КОЛЛЕКЦИЯ ПО ПРЕДМЕТНОЙ ОБЛАСТИ ТЕХНОЛОГИЯ ДЛЯ НАЧАЛЬНОЙ ШКОЛЫ
50155,01.06.03.67.03,"КОЛЛЕКЦИЯ ПРОМЫШЛЕННЫХ ОБРАЗЦОВ ТКАНЕЙ, НИТОК И ФУРНИТУРЫ","КОЛЛЕКЦИЯ ПРОМЫШЛЕННЫХ ОБРАЗЦОВ ТКАНЕЙ, НИТОК И ФУРНИТУРЫ"
50158,01.02.10.43.390,КОЛЛОИДНОЕ ЖЕЛЕЗО РАСТВОР ИВД,КОЛЛОИДНОЕ ЖЕЛЕЗО РАСТВОР ИВД
50160,01.02.10.06.23,КОЛОВОРОТЫ И ИНСТРУМЕНТЫ К НЕМУ,КОЛОВОРОТЫ И ИНСТРУМЕНТЫ К НЕМУ
50161,01.25.18.90.25,КОЛОДЫ РАЗРУБОЧНЫЕ,КОЛОДЫ РАЗРУБОЧНЫЕ
50264,01.07.03.03.03.05,КОЛОКОЛА,ПОСТАВКА МУЗЫКАЛЬНЫХ ИНСТРУМЕНТОВ
50267,01.25.76.03,КОЛОНКИ БАРБОТАЖНЫЕ ЭКСГАУСТЕРЫ,КОЛОНКИ БАРБОТАЖНЫЕ ЭКСГАУСТЕРЫ
50274,01.02.10.20.14.01,КОЛОНКИ ГЕМОСОРБЦИОННЫЕ,КОЛОНКИ ГЕМОСОРБЦИОННЫЕ
50287,01.02.10.20.14.04,"КОЛОНКА ДЛЯ СИСТЕМЫ АФЕРЕЗА, ИММУНОСОРБЦИОННАЯ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ","КОЛОНКА ДЛЯ СИСТЕМЫ АФЕРЕЗА, ИММУНОСОРБЦИОННАЯ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ"
50298,01.25.76.04,КОЛОНКИ ПРЕДВАРИТЕЛЬНОЙ ОБРАБОТКИ ЦЕЛЛЮЛОЗЫ,КОЛОНКИ ПРЕДВАРИТЕЛЬНОЙ ОБРАБОТКИ ЦЕЛЛЮЛОЗЫ
50305,01.02.10.20.04.01,"СЕПАРАТОРЫ ПЛАЗМЫ, КОМПОНЕНТОВ ПЛАЗМЫ, СОРБЕНТЫ ДЛЯ АППАРАТОВ ""OCTO NOVA"" И ""PLASAUTO SIGMA""","СЕПАРАТОРЫ ПЛАЗМЫ, КОМПОНЕНТОВ ПЛАЗМЫ, СОРБЕНТЫ ДЛЯ АППАРАТОВ ""OCTO NOVA"" И ""PLASAUTO SIGMA"""
50313,01.13.11.03.05.07,НАУШНИКИ,НАУШНИКИ
50318,01.25.77.01,АППАРАТЫ КОЛОННЫЕ,АППАРАТЫ КОЛОННЫЕ
50321,01.25.01.01,ПОДЪЕМНИКИ ГАРАЖНЫЕ СТАЦИОНАРНЫЕ,ПОДЪЕМНИКИ ГАРАЖНЫЕ СТАЦИОНАРНЫЕ
50322,01.02.11.01.17.08.37,КОЛОНОСКОП ГИБКИЙ,КОЛОНОСКОП ГИБКИЙ
50389,01.02.11.01.17.03.03,КОЛОНОФИБРОСКОПЫ,КОЛОНОФИБРОСКОПЫ
50395,01.02.10.16.72,"КОЛПАК ДЛЯ ПРОВЕДЕНИЯ КИСЛОРОДНОЙ ТЕРАПИИ, ДЛЯ ВЗРОСЛЫХ","ПОСТАВКА РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНЕСТЕЗИОЛОГИИ, РЕАНИМАТОЛОГИИ И ИНТЕНСИВНОЙ ТЕРАПИИ."
50406,01.16.34.99,МЕБЕЛЬ ДЛЯ ЭКСПОНИРОВАНИЯ ПРОЧАЯ,МЕБЕЛЬ ДЛЯ ЭКСПОНИРОВАНИЯ ПРОЧАЯ
50416,01.02.10.50.07,РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ЗАКРЫТИЯ ЕМКОСТЕЙ ВСПОМОГАТЕЛЬНЫЕ И ОБЩЕБОЛЬНИЧНЫЕ,РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ЗАКРЫТИЯ ЕМКОСТЕЙ ВСПОМОГАТЕЛЬНЫЕ И ОБЩЕБОЛЬНИЧНЫЕ
50419,01.02.10.48.18.18,"ЭЛЕКТРОДЫ К ИНСТРУМЕНТАМ АППАРАТОВ ЭЛЕКТРОХИРУРГИЧЕСКИХ ВЫСОКОЧАСТОТНЫХ ""ARC""","ЭЛЕКТРОДЫ К ИНСТРУМЕНТАМ АППАРАТОВ ЭЛЕКТРОХИРУРГИЧЕСКИХ ВЫСОКОЧАСТОТНЫХ ""ARC"""
50424,01.02.10.43.01.69.04,"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ К ОБОРУДОВАНИЮ ""ORTHO VISION"",""ORTHO VISON MAX"", ПРОИЗВОДСТВА ""ORTHO-CLINICAL DIAGNOSTICS, INC.""",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
50434,01.02.10.43.05.16.02,КОЛПАЧОК ДЛЯ МЕДИЦИНСКОГО ФЛАКОНА,КОЛПАЧОК ДЛЯ МЕДИЦИНСКОГО ФЛАКОНА
50436,01.02.10.48.02.02.01,"КОЛПАЧКИ ДЛЯ ТРОАКАРОВ ""AESCULAP""","КОЛПАЧКИ ДЛЯ ТРОАКАРОВ ""AESCULAP"""
50441,01.02.10.48.07.15.02,"КОЛПАЧКИ ДЛЯ ЦВЕТОВОГО БАЛАНСА АВТОФЛУОРЕСЦЕНЦИИ ДЛЯ ОБОРУДОВАНИЯ ""OLYMPUS""","КОЛПАЧКИ ДЛЯ ЦВЕТОВОГО БАЛАНСА АВТОФЛУОРЕСЦЕНЦИИ ДЛЯ ОБОРУДОВАНИЯ ""OLYMPUS"""
50444,01.02.10.43.05.16.03,КОЛПАЧОК ЗАЩИТНЫЙ ДЛЯ ИГЛЫ,КОЛПАЧОК ЗАЩИТНЫЙ ДЛЯ ИГЛЫ
50445,01.13.15.02,СОЕДИНИТЕЛИ КАБЕЛЬНЫЕ ДЛЯ КАБЕЛЕЙ ОПТОВОЛОКОННЫХ,СОЕДИНИТЕЛИ КАБЕЛЬНЫЕ ДЛЯ КАБЕЛЕЙ ОПТОВОЛОКОННЫХ
50448,01.02.10.43.05.22,КОЛПАЧОК ЗАЩИТНЫЙ ДЛЯ ШПРИЦА,КОЛПАЧОК ЗАЩИТНЫЙ ДЛЯ ШПРИЦА
50463,01.02.10.43.05.16.01,КОЛПАЧОК ПРОБИРКИ/СОСУДА,КОЛПАЧОК ПРОБИРКИ/СОСУДА
50482,01.02.10.53.13,КОЛПАЧКИ ЦЕРВИКАЛЬНЫЕ,КОЛПАЧКИ ЦЕРВИКАЛЬНЫЕ
50486,01.02.10.07.15,"КОЛПАЧКИ ДИСТАЛЬНЫЕ (ДЛЯ ЭНДОСКОПОВ ПРОИЗВОДСТВА ""PENTAX"" ЯПОНИЯ, ""OLYMPUS"" ЯПОНИЯ, ""FUJINON"" ЯПОНИЯ)","КОЛПАЧКИ ДИСТАЛЬНЫЕ (ДЛЯ ЭНДОСКОПОВ ПРОИЗВОДСТВА ""PENTAX"" ЯПОНИЯ, ""OLYMPUS"" ЯПОНИЯ, ""FUJINON"" ЯПОНИЯ)"
50505,01.02.10.43.135.41,"КОЛУМБИЙСКИЙ АГАР ПИТАТЕЛЬНАЯ СРЕДА ИВД, 5% ОВЕЧЬЕЙ КРОВИ","КОЛУМБИЙСКИЙ АГАР ПИТАТЕЛЬНАЯ СРЕДА ИВД, 5% ОВЕЧЬЕЙ КРОВИ"
50512,01.02.10.43.135.42,"КОЛУМБИЙСКИЙ АГАР ПИТАТЕЛЬНАЯ СРЕДА ИВД, НЕ СОДЕРЖИТ КРОВИ","КОЛУМБИЙСКИЙ АГАР ПИТАТЕЛЬНАЯ СРЕДА ИВД, НЕ СОДЕРЖИТ КРОВИ"
50520,01.02.10.43.135.43,КОЛУМБИЙСКИЙ АГАР С КОЛИСТИНОМ И НАЛИДИКСОВОЙ КИСЛОТОЙ ДЛЯ STAPHYLOCOCCUS /STREPTOCOCCUS SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД,КОЛУМБИЙСКИЙ АГАР С КОЛИСТИНОМ И НАЛИДИКСОВОЙ КИСЛОТОЙ ДЛЯ STAPHYLOCOCCUS /STREPTOCOCCUS SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД
50524,01.02.11.01.15.01,КОЛЬПОСКОПЫ,КОЛЬПОСКОПЫ
50526,01.08.01.09.08,КОЛЬЦА ГИМНАСТИЧЕСКИЕ,КОЛЬЦА ГИМНАСТИЧЕСКИЕ
50556,01.08.01.22.03,КОЛЬЦА БАСКЕТБОЛЬНЫЕ,КОЛЬЦА БАСКЕТБОЛЬНЫЕ
50575,01.02.10.31.01.07.04,КОЛЬЦО ДЛЯ АННУЛОПЛАСТИКИ МИТРАЛЬНОГО КЛАПАНА (КОЛЬЦО),КОЛЬЦО ДЛЯ АННУЛОПЛАСТИКИ МИТРАЛЬНОГО КЛАПАНА (КОЛЬЦО)
50623,01.02.10.31.01.07.05,КОЛЬЦО ДЛЯ АННУЛОПЛАСТИКИ МИТРАЛЬНОГО КЛАПАНА (ПОЛУКОЛЬЦО),КОЛЬЦО ДЛЯ АННУЛОПЛАСТИКИ МИТРАЛЬНОГО КЛАПАНА (ПОЛУКОЛЬЦО)
50626,01.02.10.31.01.07.03,КОЛЬЦО ДЛЯ АННУЛОПЛАСТИКИ МИТРАЛЬНОГО/ТРЕХСТВОРЧАТОГО КЛАПАНА,КОЛЬЦО ДЛЯ АННУЛОПЛАСТИКИ МИТРАЛЬНОГО/ТРЕХСТВОРЧАТОГО КЛАПАНА
50657,01.09.08.10.06.11,КОЛЬЦО ЗАМОЧНОЕ ДЛЯ КОЛЕС,"ПОСТАВКА КОЛЕС, КОМПЛЕКТУЮЩИХ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ КОЛЕС АВТОТРАНСПОРТНЫХ СРЕДСТВ"
50675,01.02.10.11.01.21,КОЛЬЦО КАПСУЛЬНОЕ СТЯЖНОЕ,КОЛЬЦО КАПСУЛЬНОЕ СТЯЖНОЕ
50723,01.02.10.11.01.20,КОЛЬЦА ОФТАЛЬМОЛОГИЧЕСКИЕ,КОЛЬЦА ОФТАЛЬМОЛОГИЧЕСКИЕ
50728,01.02.10.48.19.04,"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ОБОРУДОВАНИЯ ""ЭЛГОС""","РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ОБОРУДОВАНИЯ ""ЭЛГОС"""
50952,01.02.11.04.07.03.03,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ МОЕЧНО-ДЕЗИНФЕКЦИОННЫХ МАШИН","СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ МОЕЧНО-ДЕЗИНФЕКЦИОННЫХ МАШИН"
51035,01.02.10.16.19.06,ПРИНАДЛЕЖНОСТИ ДЛЯ МАСОК ЛИЦЕВЫХ,"ПОСТАВКА РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНЕСТЕЗИОЛОГИИ, РЕАНИМАТОЛОГИИ И ИНТЕНСИВНОЙ ТЕРАПИИ."
51044,01.12.15,КОМБАЙНЫ ЗЕРНОУБОРОЧНЫЕ,КОМБАЙНЫ ЗЕРНОУБОРОЧНЫЕ
51045,01.25.22.05,КОМБАЙНЫ ОЧИСТНЫЕ,КОМБАЙНЫ ОЧИСТНЫЕ
51046,01.25.22.01,КОМБАЙНЫ ОЧИСТНЫЕ ДЛЯ ДОБЫЧИ УГЛЯ,КОМБАЙНЫ ОЧИСТНЫЕ ДЛЯ ДОБЫЧИ УГЛЯ
51047,01.12.01.22.01,КОМБАЙНЫ ПРОХОДЧЕСКИЕ,КОМБАЙНЫ ПРОХОДЧЕСКИЕ
51050,01.17.03.03.02,КОМБИКОРМ ДЛЯ ГРЫЗУНОВ,ПОСТАВКА ГОТОВЫХ КОРМОВ ДЛЯ НЕПРОДУКТИВНЫХ ЖИВОТНЫХ
51051,01.17.03.04.02,КОМБИКОРМ ДЛЯ ДЕКОРАТИВНЫХ ПТИЦ,ПОСТАВКА ГОТОВЫХ КОРМОВ ДЛЯ НЕПРОДУКТИВНЫХ ЖИВОТНЫХ
51052,01.17.03.11.02,"КОМБИКОРМ ДЛЯ ЗАЙЦЕВ, КРОЛИКОВ",ПОСТАВКА ГОТОВЫХ КОРМОВ ДЛЯ НЕПРОДУКТИВНЫХ ЖИВОТНЫХ
51055,01.17.03.12.01,КОМБИКОРМ ДЛЯ СВИНЕЙ,КОМБИКОРМ ДЛЯ СВИНЕЙ
51058,01.17.03.06.02,"КОМБИКОРМ, СМЕСЬ КОРМОВАЯ ДЛЯ ЛОШАДЕЙ, ПОНИ, КОЗ",ПОСТАВКА ГОТОВЫХ КОРМОВ ДЛЯ НЕПРОДУКТИВНЫХ ЖИВОТНЫХ
51059,01.25.18.70,КОМБИНАТОРЫ (ПЕРФЕКТОРЫ),КОМБИНАТОРЫ (ПЕРФЕКТОРЫ)
51062,01.19.02.24,КОМБИНЕЗОНЫ ДЛЯ ДЕТЕЙ,ПОСТАВКА БЫТОВОЙ ОДЕЖДЫ И ОБУВИ
51064,01.08.02.26,"СПЕЦИАЛЬНАЯ ЭКИПИРОВКА ДЛЯ БОБСЛЕЯ, СКЕЛЕТОНА И САННОГО СПОРТА","СПЕЦИАЛЬНАЯ ЭКИПИРОВКА ДЛЯ БОБСЛЕЯ, СКЕЛЕТОНА И САННОГО СПОРТА"
51066,01.19.01.03.04,КОМБИНЕЗОНЫ ДЛЯ ВЗРОСЛЫХ,ПОСТАВКА БЫТОВОЙ ОДЕЖДЫ И ОБУВИ
51067,01.19.10.09,ОДЕЖДА СПЕЦИАЛЬНАЯ ДЛЯ ЗАЩИТЫ ОТ ИСКР И БРЫЗГ РАСПЛАВЛЕННОГО МЕТАЛЛА,"ПОСТАВКА СПЕЦИАЛЬНОЙ, ФОРМЕННОЙ ОДЕЖДЫ И ОБУВИ"
51074,01.19.10.14,ОДЕЖДА СПЕЦИАЛЬНАЯ ДЛЯ ЗАЩИТЫ ОТ ТЕРМИЧЕСКИХ РИСКОВ ЭЛЕКТРИЧЕСКОЙ ДУГИ,"ПОСТАВКА СПЕЦИАЛЬНОЙ, ФОРМЕННОЙ ОДЕЖДЫ И ОБУВИ"
51084,01.19.01.18.05,КОМБИНЕЗОНЫ СПОРТИВНЫЕ ДЛЯ ВЗРОСЛЫХ,ПОСТАВКА БЫТОВОЙ ОДЕЖДЫ И ОБУВИ
51087,01.02.10.12.08.02,РАНЕВЫЕ ПОКРЫТИЯ КОМБИНИРОВАННЫЕ ПОСЛЕОПЕРАЦИОННЫЕ НА ОСНОВЕ ТЕХНОЛОГИИ ГИДРОФАЙБЕР,РАНЕВЫЕ ПОКРЫТИЯ КОМБИНИРОВАННЫЕ ПОСЛЕОПЕРАЦИОННЫЕ НА ОСНОВЕ ТЕХНОЛОГИИ ГИДРОФАЙБЕР
51096,01.02.10.43.391.01,"КОМБИНИРОВАННЫЙ КРАСИТЕЛЬ ДЛЯ ЭОЗИНОФИЛОВ/ТУЧНЫХ КЛЕТОК ИВД, НАБОР","КОМБИНИРОВАННЫЙ КРАСИТЕЛЬ ДЛЯ ЭОЗИНОФИЛОВ/ТУЧНЫХ КЛЕТОК ИВД, НАБОР"
51106,01.25.18.52.11,КОМКООТДЕЛИТЕЛИ КЛАССИФИКАТОРА,КОМКООТДЕЛИТЕЛИ КЛАССИФИКАТОРА
51108,03.11.04,КОММУНАЛЬНЫЕ УСЛУГИ (РЕСУРСЫ) ПО ГАЗОСНАБЖЕНИЮ,КОММУНАЛЬНЫЕ УСЛУГИ (РЕСУРСЫ) ПО ГАЗОСНАБЖЕНИЮ
51110,03.11.03,КОММУНАЛЬНЫЕ УСЛУГИ (РЕСУРСЫ) ПО ЭЛЕКТРОСНАБЖЕНИЮ,КОММУНАЛЬНЫЕ УСЛУГИ (РЕСУРСЫ) ПО ЭЛЕКТРОСНАБЖЕНИЮ
51115,01.13.10.11,КОММУНИКАЦИОННОЕ ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ (ЗА ИСКЛЮЧЕНИЕМ ПОЧТОВЫХ ПРИЛОЖЕНИЙ),ПОСТАВКА СРЕДСТВ ВЫЧИСЛИТЕЛЬНОЙ ТЕХНИКИ
51117,01.13.06.01,КОММУТАТОР,ПОСТАВКА СРЕДСТВ ВЫЧИСЛИТЕЛЬНОЙ ТЕХНИКИ
51129,01.13.11.03.05.08,"УСТРОЙСТВА КОПИРОВАНИЯ, ХРАНЕНИЯ И ОБЕСПЕЧЕНИЯ СОХРАННОСТИ АУДИОМАТЕРИАЛОВ","УСТРОЙСТВА КОПИРОВАНИЯ, ХРАНЕНИЯ И ОБЕСПЕЧЕНИЯ СОХРАННОСТИ АУДИОМАТЕРИАЛОВ"
51130,01.13.09.03.07,КОММУТАТОРЫ РУЧНЫЕ,ПОСТАВКА СРЕДСТВ ВЫЧИСЛИТЕЛЬНОЙ ТЕХНИКИ
51134,01.16.31.04,КОМОДЫ ДЕТСКИЕ,ПОСТАВКА МЕБЕЛИ ДЕТСКОЙ И УЧЕНИЧЕСКОЙ
51135,01.16.05.02,КОМОДЫ,ПОСТАВКА МЕБЕЛИ ОБЩЕГО НАЗНАЧЕНИЯ
51138,01.05.02.01.33,КОМПАРАТОРЫ МАССЫ,КОМПАРАТОРЫ МАССЫ
51160,01.08.01.33.01,КОМПАСЫ,КОМПАСЫ
51183,01.11.01.08.07,КОМПЕНСАТОРЫ РЕАКТИВНОЙ МОЩНОСТИ,КОМПЕНСАТОРЫ РЕАКТИВНОЙ МОЩНОСТИ
51196,01.07.08.02,РАБОЧИЕ МЕСТА РЕСТАВРАТОРА КОМПЛЕКСНЫЕ,РАБОЧИЕ МЕСТА РЕСТАВРАТОРА КОМПЛЕКСНЫЕ
51209,01.04.04.13,КОМПЛЕКСЫ ГЕОРАДАРНЫЕ,КОМПЛЕКСЫ ГЕОРАДАРНЫЕ
51213,01.02.11.01.05.16.01,СИСТЕМЫ КОМПЬЮТЕРНЫЕ ДИАГНОСТИЧЕСКИЕ ДЛЯ ГАСТРОЭНТЕРОЛОГИЧЕСКИХ ИССЛЕДОВАНИЙ,СИСТЕМЫ КОМПЬЮТЕРНЫЕ ДИАГНОСТИЧЕСКИЕ ДЛЯ ГАСТРОЭНТЕРОЛОГИЧЕСКИХ ИССЛЕДОВАНИЙ
51220,01.06.02.02.05,КОМПЛЕКСЫ ПРОГРАММНО-ТЕХНОЛОГИЧЕСКИЕ ДЛЯ АВТОМАТИЗАЦИИ НАУЧНЫХ ИССЛЕДОВАНИЙ УЧЕБНЫЕ,КОМПЛЕКСЫ ПРОГРАММНО-ТЕХНОЛОГИЧЕСКИЕ ДЛЯ АВТОМАТИЗАЦИИ НАУЧНЫХ ИССЛЕДОВАНИЙ УЧЕБНЫЕ
51224,01.08.01.01.08.45,КОМПЛЕКС ДЛЯ ТРЕНИРОВКИ МЫШЦ ВЕРХНЕГО ПЛЕЧЕВОГО ПОЯСА,"ПОСТАВКА СНАРЯДОВ, ИНВЕНТАРЯ И ОБОРУДОВАНИЯ ДЛЯ ЗАНЯТИЙ ФИЗКУЛЬТУРОЙ И АТЛЕТИКОЙ В СПОРТИВНЫХ ЗАЛАХ"
51225,01.02.11.01.05.17,УРОФЛОУМЕТРЫ,УРОФЛОУМЕТРЫ
51240,03.24.03,УСЛУГИ В ОБЛАСТИ ТЕРРИТОРИАЛЬНОГО СТРАХОВОГО ФОНДА ДОКУМЕНТОВ,УСЛУГИ В ОБЛАСТИ ТЕРРИТОРИАЛЬНОГО СТРАХОВОГО ФОНДА ДОКУМЕНТОВ
51243,01.02.11.01.01.03.03,КОМПЛЕКСЫ МАГНИТНО-РЕЗОНАНСНОЙ ТОМОГРАФИИ МОБИЛЬНЫЕ,КОМПЛЕКСЫ МАГНИТНО-РЕЗОНАНСНОЙ ТОМОГРАФИИ МОБИЛЬНЫЕ
51245,01.25.03.02.03,МАШИНЫ МОЕЧНЫЕ ВЫСОКОГО ДАВЛЕНИЯ,МАШИНЫ МОЕЧНЫЕ ВЫСОКОГО ДАВЛЕНИЯ
51246,01.02.11.01.05.13,КОМПЛЕКСЫ МОНИТОРИНГА МОЗГОВОГО КРОВООБРАЩЕНИЯ,КОМПЛЕКСЫ МОНИТОРИНГА МОЗГОВОГО КРОВООБРАЩЕНИЯ
51247,01.25.18.90.23,КОМПЛЕКСЫ НЕПРЕРЫВНОГО ДЕЙСТВИЯ ДЛЯ СУШКИ ШКВАРЫ,КОМПЛЕКСЫ НЕПРЕРЫВНОГО ДЕЙСТВИЯ ДЛЯ СУШКИ ШКВАРЫ
51251,01.02.11.01.07.04.05,КОМПЛЕКСЫ ОБОРУДОВАНИЯ ДЛЯ ЧИСТЫХ ПОМЕЩЕНИЙ,КОМПЛЕКСЫ ОБОРУДОВАНИЯ ДЛЯ ЧИСТЫХ ПОМЕЩЕНИЙ
51255,01.02.11.01.19.02,КОМПЛЕКС ПЕРЕДВИЖНОЙ АВТОМОБИЛЬНЫЙ ДЛЯ ЗАГОТОВКИ КРОВИ,КОМПЛЕКС ПЕРЕДВИЖНОЙ АВТОМОБИЛЬНЫЙ ДЛЯ ЗАГОТОВКИ КРОВИ
51270,01.02.11.01.06.06.01,КОМПЛЕКС ПРОГРАММНО-АППАРАТНЫЙ ПО ОБЕСПЕЧЕНИЮ ОХРАНЫ МАТЕРИНСТВА И ДЕТСТВА,КОМПЛЕКС ПРОГРАММНО-АППАРАТНЫЙ ПО ОБЕСПЕЧЕНИЮ ОХРАНЫ МАТЕРИНСТВА И ДЕТСТВА
